name,ttm,12/31/2022,12/31/2021
MarketCap,"8,130,566,022","8,675,693,235","15,149,877,456"
EnterpriseValue,"6,385,503,055","6,721,836,004","13,317,009,287"
PeRatio,"106.225","47.932",
ForwardPeRatio,"5.981","10.627",
PegRatio,"0.202"
PsRatio,"11.41","14.152","25.322"
PbRatio,"4.445","4.988","9.219"
EnterprisesValueRevenueRatio,"1.171","1.49","3.127"
EnterprisesValueEBITDARatio,"350.255","42.575","-15.725"
