name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
MarketCap,"2,390,355,261","2,407,731,180","3,776,620,478","5,050,595,200","4,516,730,420","3,881,243,040","4,705,348,330","4,348,195,560","2,406,271,325","1,814,179,080","1,277,230,500","962,148,420","880,925,940","622,381,185","498,553,500","518,869,160","488,713,956","492,957,094","594,758,726","554,284,244","371,139,652","469,334,842","518,930,207","389,410,644","252,871,941","123,559,551","177,302,029","96,104,250","65,329,834","147,193,071","109,464,733","113,758,755","65,971,017"
EnterpriseValue,"3,839,489,261","3,922,810,180","5,267,278,478","4,559,370,200","4,206,435,420","3,581,390,040","4,351,508,330","4,112,990,560","2,033,833,325","1,420,116,080","947,486,500","701,303,420","654,766,940","503,289,185","405,196,500","410,734,160","376,924,956","397,314,094","489,257,726","476,161,244","283,798,652","396,197,842","430,465,207","316,383,644","203,046,941","85,159,551","175,302,029","93,104,250","65,029,834","146,893,071","108,664,733","111,958,755","63,171,017"
PeRatio,,,,"47.185","56.743","55.198","56.839","148.966","42.71","39.296","39.375","24.41","21.761","17.241","16.368","20.588","19.844","23.848","26.077","43.567","82.848","23.169","29.141","27.813","24.107","14.121","25.582","17.43","14.583","39.514","37.785","38.671","16.951"
ForwardPeRatio,"20.833","13.736","19.841","21.834","26.525","23.419",,"33.003","29.155","26.882","31.153","19.608","20","16.835","16.447",,,,,,,,,,,,,,,,,,
PegRatio,,"0.907","1.314","1.459","6.067","10.455",,"2.087","1.421",,"3.114","1.962","2.002","1.203","1.175",,,,,,,,,,,,,,,,,,
PsRatio,"1.056","1.067","1.8","3.977","3.651","3.127","3.469","4.218","6.702","5.561","4.142","3.025","2.831","2.106","1.777","2.358","2.358","2.922","3.28","4.523","5.414","4.807","6.522","6.21","5.013","2.82","4.656","3.268","2.83","6.003","7.505","10.221","6.631"
PbRatio,"1.126","1.147","1.877","3.177","3.11","2.896","3.733","3.823","3.712","3.199","2.599","2.224","2.254","2.034","1.818","1.958","1.931","2.305","2.728","3.127","2.374","3.008","3.569","3.65","3.184","1.817","3.046","2.006","1.399","3.361","4.58","5.291","3.77"
EnterprisesValueRevenueRatio,"1.7","1.736","2.31","3.464","3.31","2.828","3.108","3.182","5.361","4.156","3.064","2.235","2.066","1.665","1.432","1.774","1.841","2.112","2.427","3.023","3.756","3.691","4.902","4.582","3.614","1.812","4.405","3.063","2.643","6.896","6.586","9.821","6.193"
EnterprisesValueEBITDARatio,"15.164","15.493","27.499","21.331","22.752","18.636","44.486","34.304","19.494","16.172","14.903","9.63","8.156","7.537","6.234","7.657","8.265","10.902","11.62","12.768","19.559","9.55","12.199","11.652","9.562","4.923","14.137","9.404","8.129","20.402","22.176","23.821","12.892"
