name,ttm
MarketCap,"31,514,542,784"
EnterpriseValue,"29,796,540,784"
ForwardPeRatio,"208.333"
PsRatio,"27.854"
PbRatio,"15.936"
EnterprisesValueRevenueRatio,"26.551"
EnterprisesValueEBITDARatio,"-54.04"
