name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"2,657,342,098","2,730,528,626","3,008,103,803","8,807,210,805","3,603,132,646","736,405,305","617,314,152","813,694,383","471,898,789"
EnterpriseValue,"1,860,465,098","1,994,077,626","2,277,557,803","8,084,921,805","3,217,383,646","470,130,305","324,066,152","591,430,383","181,280,789"
PsRatio,"67.663","52.479","51.085","298.374","46.254","16.838","19.53","26.717","37.616"
PbRatio,"2.53","2.733","3.684","7.955","10.931","2.672","2.259","4.633","2.165"
EnterprisesValueRevenueRatio,"51.288","54.971","43.698","244.605","55.478","10.907","10.648","22.645","11.001"
EnterprisesValueEBITDARatio,"-3.675","-3.938","-5.055","-30.982","-24.697","-4.665","-3.751","-8.886","-5.837"
