name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"3,654,411,377","4,247,017,957","2,606,866,641","2,478,374,400","979,392,960","785,135,575","579,532,400","901,557,921","427,306,466","300,834,353","288,586,240","268,656,200","149,278,740","141,612,409","366,019,560","146,769,720","52,555,143","471,247,000","590,567,340","477,524,700","812,918,700","1,015,435,980","551,022,551","1,255,163,750","861,318,750"
EnterpriseValue,"3,193,448,377","3,831,515,957","2,311,410,641","2,254,882,400","815,723,960","678,367,575","478,562,400","835,372,921","409,269,466","268,549,353","270,865,240","235,339,200","104,292,740","97,199,409","320,276,560","101,749,720","98,071,143","467,293,000","558,958,340","429,030,700","750,906,700","1,032,214,980","490,379,551","1,130,986,750","731,538,750"
PeRatio,"15.075","18.554","16.533","33.138","22.061","51.266","4.648","23.917","58.2","23.545",,,,"12.091",,,,,"24.292","119.25","11.137",,,,"59.167"
ForwardPeRatio,,,,"18.182","19.157",,,"15.175","19.157","25.907",,"55.556",,"40","16.475",,,,,,,,,,
PegRatio,,,,,,,,,,,,"2.773",,"1.997","0.824",,,,,,,,,,
PsRatio,"3.286","3.966","3.115","4.421","2.153","2.392","1.342","2.579","1.665","1.046","1.425","1.456","0.73","0.409","1.314","1.098","0.209","1.158","1.365","1.281","1.62","3.142","1.773","3.431","2.114"
PbRatio,"4.225","5.302","4.23","4.844","2.126","1.925","1.46","3.615","2.17","1.599","1.721","1.555","0.802","0.658","1.781","0.678","0.165","0.97","1.282","1.108","1.833","2.875","1.218","2.712","1.863"
EnterprisesValueRevenueRatio,"2.825","3.389","2.512","3.404","1.719","1.978","1.081","2.035","1.533","0.891","1.334","1.203","0.513","0.304","1.164","0.765","0.392","1.154","1.211","1.152","1.478","3.147","1.583","3.096","1.075"
EnterprisesValueEBITDARatio,"10.752","12.9","10.409","16.57","11.483","19.977","7.297","15.483","20.107","10.721","-60.072","-22.261","-4.088","6.087","-50.661","-1.508","-0.593","124.479","12.544","29.898","1.329","720.318","-10.532","-27.565","5.974"
