name,ttm,12/31/2022,12/31/2021
MarketCap,"1,060,507,138","1,043,440,594","1,605,630,273"
EnterpriseValue,"2,096,568,138","1,297,576,594","1,605,630,273"
PeRatio,"12.259"
ForwardPeRatio,"666.667","42.553",
PsRatio,"7.229","10.713",
PbRatio,"2.259","3.029",
EnterprisesValueRevenueRatio,"14.192","12.827","22.363"
EnterprisesValueEBITDARatio,"12.858","12.357","29.624"
