name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"40,009,642,075","46,592,558,951","50,503,521,607","52,271,873,601","45,032,341,632","40,728,374,229","36,048,427,800","17,523,353,622","16,657,452,197","17,506,828,638","13,831,207,649","9,645,584,187","9,069,829,586","8,463,775,461","7,873,595,244","7,191,286,030","4,122,393,161"
EnterpriseValue,"54,566,642,075","60,685,558,951","62,709,521,607","66,045,873,601","59,694,341,632","56,203,374,229","52,324,427,800","21,938,353,622","19,361,452,197","19,934,828,638","16,106,207,649","12,048,584,187","11,507,829,586","10,423,775,461","9,649,595,244","9,871,286,030","7,435,393,161"
PeRatio,"19.084","24.321","27.859","30.463","35.165","35.741","8.218","24.326","19.668","24.721","20.135","15.767","14.926","16.049","16.203","13.041",
ForwardPeRatio,"15.456","17.391","19.493","21.413","19.763","20.619","20.921","19.802","19.268","21.505","18.45","14.085","13.369","13.495","12.723",,
PegRatio,"1.024","2.856","2.609","2.515","2.196","1.741","2.031","2.444","1.908","2.362","1.788","2.193","1.55","1.442","0.84",,
PsRatio,"2.812","3.196","3.734","4.236","3.978","3.727","3.233","2.694","2.662","2.89","2.345","1.671","1.565","1.513","1.513","1.306","0.723"
PbRatio,"1.558","1.837","2.001","2.142","1.933","1.777","1.617","8.194","7.799","7.969","5.853","4.179","3.978","3.712","3.202","2.256","1.581"
EnterprisesValueRevenueRatio,"3.683","4.097","4.461","5.207","5.138","5.054","7.031","3.279","3.006","3.173","2.631","2.009","1.92","1.766","1.712","1.785","1.302"
EnterprisesValueEBITDARatio,"13.734","15.274","20.093","16.487","19.832","18.697","31.201","14.009","11.706","13.046","11.366","13.402","8.569","8.201","8.198","7.49","96.564"
