name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"163,351,112,409","103,110,651,306","73,713,684,502","157,462,964,080","24,352,118,241","13,358,761,942"
EnterpriseValue,"137,920,087,769","85,767,497,870","60,306,820,161","151,841,953,565","19,381,398,913","10,092,109,154"
PeRatio,"28.013","28.287",,,,
ForwardPeRatio,"14.065","18.939","41.152","303.03","243.902","3,333.333"
PegRatio,"0.607","0.552",,"13.721",,
PsRatio,"6.521","6.894","5.479","31.298","12.125","19.889"
PbRatio,"7.257","6.996","6.899","50.622","11.852","8.283"
EnterprisesValueRevenueRatio,"0.695","0.657","0.642","2.552","0.643","0.769"
EnterprisesValueEBITDARatio,"2.478","2.188","4.813","-26.613","-3.157","-1.038"
