name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"17,391,134,660","15,441,897,288","14,218,971,091","25,692,758,000","16,329,815,000","10,396,320,000"
EnterpriseValue,"22,664,834,660","20,831,097,288","20,141,471,091","30,857,158,000","22,033,915,000","16,356,220,000"
PeRatio,"54.553","42.278","22.924","53.342","87.969",
ForwardPeRatio,"25.51","20.284","14.663","26.738","24.45","22.676"
PsRatio,"2.497","2.198","1.84","3.428","2.666","1.731"
PbRatio,"3.311","3.028","3.097","8.285","10.545","7.69"
EnterprisesValueRevenueRatio,"3.253","2.99","2.681","4.178","3.446","2.708"
EnterprisesValueEBITDARatio,"20.649","18.979","13.23","22.864","28.791","18.597"
