name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"832,361,367","828,210,325","921,976,062","1,239,768,706","575,208,979","941,484,343","561,807,564"
PeRatio,"23.188","11.645","8.8","23.664","190","17.861","13.743"
ForwardPeRatio,"10.605","11.173","9.872","17.986","33.784","20.576",
PsRatio,"2.279","2.282","3.142","5.222","2.361","3.437","2.021"
PbRatio,"1.016","1.142","1.301","1.523","0.693","1.14","0.772"
