name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,314,875,518","2,200,373,288","1,402,386,292","992,070,637","754,955,481","1,237,626,469","666,232,042","882,838,661","661,659,755","965,373,598","602,369,388","672,367,281"
EnterpriseValue,"3,054,414,518","3,578,832,288","1,837,418,292","1,776,361,637","1,715,882,481","2,150,364,469","973,778,042","1,135,910,661","987,689,755","1,034,391,598","665,117,388","670,771,281"
PeRatio,"3.267","4.239","4.814",,,"56.683","14.771","12.684",,"13.151",,
ForwardPeRatio,"9.551","9.843","5.319","16.234",,"11.455","14.535","14.599","20.202",,,
PsRatio,"0.289","0.282","0.204","0.226","0.194","0.233","0.203","0.374","0.342","0.376","0.162","7.26"
PbRatio,"1.733","2.054","2.571","3.913","1.987","2.136","1.396","2.065","1.88","2.921","2.362","2.443"
EnterprisesValueRevenueRatio,"0.371","0.435","0.251","0.377","0.549","0.398","0.286","0.465","0.53","0.501","0.214","0.757"
EnterprisesValueEBITDARatio,"3.792","4.443","3.448","22.078","-6.366","16.281","7.368","7.628","154.907","-62.219","-45.544","-11.197"
