name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
MarketCap,"2,983,050,013","3,191,489,302","2,646,054,642","2,934,612,354","3,495,289,853","2,925,308,081","3,724,673,963","5,140,900,236","3,922,990,012","2,953,081,693","4,252,942,827","5,669,828,105","3,003,275,794","2,129,664,967","2,801,670,397","1,805,923,224","1,034,432,846","2,713,363,010","2,895,771,782","2,129,712,772","2,197,388,624","1,347,687,223","1,052,960,734","726,670,398","1,035,186,724","454,483,963","878,228,223","1,393,730,226","1,702,071,000","1,381,901,045","2,532,374,000","1,370,352,000","298,845,000"
EnterpriseValue,"5,538,956,013","5,650,866,302","4,690,123,642","4,838,427,354","5,650,236,853","4,862,917,081","4,922,919,963","6,340,054,236","5,246,948,012","4,057,856,693","4,907,932,827","6,151,935,105","3,558,869,794","2,843,551,967","3,554,817,397","2,550,379,224","1,501,353,846","2,864,049,010","3,125,161,782","2,493,454,772","2,606,510,624","1,849,035,223","1,184,875,734","798,769,398","1,246,453,724","701,583,963","998,328,223","1,305,030,226","1,721,271,000","1,373,301,045","2,846,774,000","1,727,352,000","399,145,000"
PeRatio,"17.276","17.672","5.668","12.058",,"13.796","8.291","19.469",,"10.614","9.835","98.733",,"13.267","27.89","1,949","6.176","7.5","8.448","12.329","9.51","187.167","39.905","12.043","643.8",,,"7.216",,"3.309","12.037","133.333",
ForwardPeRatio,"19.342","14.556","12.422","9.208","43.86","17.123","7.241","15.873","23.419","12.707","8.326","10.905","11.737","7.31","10.515",,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"0.181","0.237","0.255","0.159","0.229",,"-33.805",,,,,,,,,,,,,,,,
PsRatio,"0.809","0.855","0.605","0.76","1.347","0.963","1.037","1.92","2.075","1.239","1.31","1.909","1.118","0.867","1.445","1.508","0.461","1.244","1.608","1.334","1.306","0.99","1.052","0.744","1.213","0.655","1.227","1.122","1.88","0.862","2.512","2.675","2.685"
PbRatio,"1.55","1.611","1.22","1.894","2.942","2.116","2.558","3.331","2.468","1.689","2.413","3.872","2.33","1.559","2.206","1.452","0.807","2.032","2.678","2.216","2.315","1.72","1.165","0.777","1.023","0.475","0.793","1.17","1.53","1.227","2.899","3.187","3.609"
EnterprisesValueRevenueRatio,"1.488","1.518","1.088","1.096","2.132","1.481","1.098","2.071","2.626","1.823","1.523","2.034","1.4","1.09","1.808","2.129","0.649","1.264","1.482","1.504","1.516","1.326","1.175","0.695","1.174","1.01","1.385","1.004","1.82","1.099","1.914","3.246","3.438"
EnterprisesValueEBITDARatio,"6.969","7.11","4.321","4.122","16.89","8.251","4.276","7.944","18.698","8.375","5.783","9.814","39.096","5.66","11.994","18.034","4.402","4.39","3.906","6.073","6","3.483","3.077","3.512","4.086","123.085","58.725","3.541","8.137","3.424","4.656","18.427","190.069"
