name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020
MarketCap,"15,977,849,644","13,746,204,984","12,284,389,868","13,473,109,299","13,658,202,681","6,695,536,473"
EnterpriseValue,"15,053,441,644","13,037,845,984","11,936,517,868","13,432,477,299","13,858,321,681","7,047,217,473"
PeRatio,"99.13","70.364","423","174.444","130.378",
ForwardPeRatio,"36.232","37.037","42.194","62.112","80.645","68.027"
PegRatio,"1.198","1.051","1.713","2.804",,
PsRatio,"10.32","10.12","11.218","15.654","20.838","13.09"
PbRatio,"7.453","7.206","8.374","10.559","12.888","7.446"
EnterprisesValueRevenueRatio,"9.629","9.557","10.885","15.38","21.075","13.78"
EnterprisesValueEBITDARatio,"73.889","72.365","81.737","97.054","97.457","-65.976"
