name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
MarketCap,"2,333,601,476","2,483,344,964","2,740,005,003","3,334,122,833","2,333,396,722","3,044,110,220","2,228,348,625","2,624,932,508","1,943,872,821","1,555,100,267","733,833,637","602,805,410","419,524,850","469,670,461","492,240,429","475,211,281","411,369,726","369,266,105","445,781,247","396,855,767","423,298,417","388,778,933","259,875,971","227,852,997","162,031,316","182,900,000","230,515,334","240,492,000","154,035,000","116,371,471","84,536,342","101,071,666","64,590,000","36,959,689","28,686,473","24,488,893","23,089,139"
PeRatio,"13.493","10.724","11.923","11.692","9.387","10.547","12.767","18.07","20.179","20.141","25.093","22.246","15.463","13.199","13.256","15.977","15.429","13.802","16.526","15.739","17.545","16.709","11.971","13.918","8.746","10.73","16.355","20.29","14.917","12.056","8.425","9.964","8.671","6.812","6.571","8.454",
ForwardPeRatio,,,,,,,,,,,"18.975","17.953","12.438","16.722","15.949","17.271",,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"3.797","3.589","2.486","3.347","3.189","3.453",,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.02","3.004","3.126","4.164","2.69","3.386","3.27","4.261","4.742","3.891","3.291","3.602","2.649","2.613","2.77","2.712","2.921","2.734","3.42","3.112","3.391","3.41","2.381","2.278","1.732","1.984","2.788","3.586","2.624","2.121","1.521","1.715","1.248","0.792",,,
PbRatio,"0.681","0.756","0.868","1.1","0.793","1.195","1.021","2.09","1.695","1.533","1.516","1.496","1.033","1.148","1.239","1.28","1.424","1.356","1.751","1.646","1.777","1.851","1.315","1.249","0.956","1.147","1.744","2.145","1.498","1.247","1.027","1.342","1.247","0.812","0.765",,
