name,ttm,05/31/2024,05/31/2023,05/31/2022,05/31/2021,05/31/2020,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,05/31/2004,05/31/2003,05/31/2002,05/31/2001,05/31/2000,05/31/1999,05/31/1998,05/31/1997,05/31/1996,05/31/1995,05/31/1994,05/31/1993,05/31/1992,05/31/1991,05/31/1990
MarketCap,"2,758,567,296","2,848,479,452","3,782,133,812","2,852,416,947","4,960,199,571","3,768,309,455","2,942,404,790","3,916,912,269","2,417,637,932","1,854,716,788","1,731,345,779","1,385,642,072","1,310,331,069","919,753,489","1,044,350,675","581,699,005","324,800,964","382,411,415","256,276,797","169,536,728","117,968,718","126,801,812","104,787,593","93,574,558","76,876,799","34,639,121","41,502,999","54,319,999","42,776,999","36,453,772","32,253,871","30,835,832","10,164,917","10,326,836","10,568,465","16,022,989"
EnterpriseValue,"3,529,870,296","3,570,206,452","4,483,620,812","2,473,977,947","4,606,852,571","3,440,386,455","2,766,622,790","3,741,130,269","2,294,200,932","1,729,558,788","1,629,197,779","1,316,832,072","1,235,765,069","851,108,489","988,267,675","558,893,005","311,069,964","390,407,415","264,272,797","177,532,728","118,846,718","129,005,812","99,065,593","87,852,558","69,771,799","24,545,121","30,902,999","53,719,999","42,776,999","35,653,772","31,653,871","30,435,832","9,964,917","7,026,836","7,268,465","12,722,989"
PeRatio,"822.5","657.5",,"57.522","79.578","63.589","47.754","67.298","58.602","51.427","54.988","49.943","50.435","41.426","46.708","36.042","24.489","34.658","28.227","22.174","20.686","24.734","23.472","24.71","24.444","11.539","18.918","22.434","71.734",,"46.643","37.482",,,,
ForwardPeRatio,"16",,,,"64.516","58.824","45.872","58.824","46.512","42.194","42.735","36.101","37.453","34.843","40",,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.658",,,,"6.056","5.886","3.054","3.928","2.327","2.11","2.134","1.902","1.972","1.835","2.027",,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.022","3.063","3.924","5.562","10.933","8.957","7.093","10.01","6.863","6.022","6.443","5.923","6.601","5.082","6.178","4.447","2.917","3.966","2.99","2.431","1.95","2.549","2.397","2.372","2.221","1.509","1.997","3.125","2.581","3.198","2.791","3.153","1.412","1.477","1.832","2.832"
PbRatio,"0.88","0.905","1.21","3.258","6.141","5.297","4.746","7.231","5.354","4.782","5.153","4.767","5.336","4.199","5.536","3.975","2.601","3.628","2.787","2.627","2.151","2.725","2.669","2.632","2.62","1.342","1.715","2.331","2.087","4.096","3.665","4.005","1.666","1.454","1.489","2.028"
EnterprisesValueRevenueRatio,"3.87","3.842","6.221","4.809","10.228","8.214","6.637","9.548","6.502","5.583","5.996","5.576","6.177","4.624","5.723","4.148","2.706","3.985","3.068","2.451","1.894","2.519","2.188","2.138","2","1.044","1.853","3.07","2.971","2.852","2.706","2.845","1.259","1.049","1.211","2.121"
EnterprisesValueEBITDARatio,"21.488","18.914","49.071","29.239","49.07","40.74","31.937","43.493","30.198","25.811","27.209","25.611","26.891","21.325","24.008","18.624","13.179","19.608","16.169","12.276","11.349","14.731","12.938","13.37","12.533","7.418","11.883","23.357","26.736","35.654","28.776","23.412","-24.912","-10.038","-7.268","-18.176"
