name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"9,360,030,555","12,791,138,200","17,002,503,674","14,705,531,538","15,260,728,751","12,023,760,292","13,376,598,725","11,434,977,692"
EnterpriseValue,"20,191,030,555","26,041,138,200","30,227,503,674","25,653,531,538","23,984,728,751","19,408,760,292","20,124,598,725","17,185,977,692"
PeRatio,"89.313","14.613",,"59.164","31.803","10","24.634","69.181"
ForwardPeRatio,"8.071","12.034","23.866",,"24.272",,,
PsRatio,"1.043","1.508","1.957","1.767","2.182","2.189","2.531","2.272"
PbRatio,"0.918","1.518","2.091","1.564","1.44","1.126","1.311","1.167"
EnterprisesValueRevenueRatio,"2.255","2.892","3.476","3.191","3.077","3.363","3.71","3.428"
EnterprisesValueEBITDARatio,"8.309","8.425","14.767","59.798","12.126","9.695","10.586","10.403"
