name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"957,759,105","909,821,847","942,690,997","1,270,248,208"
EnterpriseValue,"1,568,610,105","1,540,441,847","1,500,148,997","2,268,878,208"
PeRatio,,"149.444","8.103",
ForwardPeRatio,,"9.515","8.045","24.51"
PsRatio,"1.437","1.373","1.136","1.864"
PbRatio,"2.123","1.981","1.662","4.804"
EnterprisesValueRevenueRatio,"2.173","2.134","1.86","3.108"
EnterprisesValueEBITDARatio,"11.232","11.03","8.559","16.859"
