name,ttm,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011
MarketCap,"19,090,805,840","12,201,488,031","11,646,209,128","10,971,892,715","9,521,735,377","8,144,350,328","5,616,828,363","5,269,135,986","4,481,484,269","4,261,075,881","3,153,753,856","1,823,064,042","2,182,000,000","2,211,354,878"
EnterpriseValue,"22,122,749,840","14,907,016,031","14,121,280,128","12,327,986,715","11,240,912,377","9,705,782,328","7,159,648,363","6,483,501,986","5,901,581,269","5,699,576,881","4,425,086,856","3,231,881,042","2,749,627,000","3,013,051,878"
PeRatio,"47.312","28.786","20.914","20.543","22.431","20.329","20.272","21.319","16.916","18.792","13.665","9.333","11.664","27.288"
ForwardPeRatio,,,,"20.04","19.418","19.305","16.695",,"17.391","17.123","9.579","7.843","9.804",
PegRatio,,,,,,,,,,"1.203","0.673","0.551","0.522",
PsRatio,"1.873","1.36","1.474","1.43","1.333","1.279","0.943","0.941","0.852","0.825","0.582","0.334","0.411","0.411"
PbRatio,"17.575","10.12","10.874","10.223","10.406","12.057","9.843","9.249","11.77","21.906","11.541","10.268","2.019","2.612"
EnterprisesValueRevenueRatio,"2.143","1.61","1.688","1.569","1.506","1.448","1.161","1.116","1.092","1.081","0.808","0.561","0.469","0.539"
EnterprisesValueEBITDARatio,"24.629","22.928","17.221","15.351","14.974","14.498","12.523","11.966","11.722","10.952","8.331","6.305","5.886","8.847"
