name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"23,066,820,100","25,699,112,554","27,714,204,555","34,299,070,268","27,823,879,567","22,212,861,325","16,400,686,861","16,319,565,346","12,880,323,636","10,652,371,667","9,565,324,600","7,538,296,540","6,571,564,440","5,591,947,661","4,425,648,840","3,913,458,300","3,340,462,662"
EnterpriseValue,"35,178,820,100","37,335,112,554","39,554,204,555","45,391,070,268","38,037,879,567","31,355,861,325","24,711,686,861","23,688,565,346","19,680,323,636","16,919,729,667","15,401,404,600","13,183,015,540","12,125,264,440","11,360,351,661","10,125,084,840","9,381,450,300","8,638,522,662"
PeRatio,"24.171","27.271","21.023","44.967","42.047","35","36.02","30.909","27.831","22.893","24.227","20.716","17.597","19.078","16.529",,
ForwardPeRatio,"22.779","25.641","31.847","42.373","35.971","31.348","25.445","27.701","23.81","21.459","20.534","15.528","14.514","16.695","15.432",,
PegRatio,"2.95","3.302","4.242","4.785","4.214","3.335","2.93",,"3.662","3.863","1.903","2.716","2.176","1.861","1.694",,
PsRatio,"5.399","6.052","7.277","8.845","7.396","6.267","4.783","4.906","3.951","3.466","3.182","2.631","2.293","1.997","1.634","1.544","1.429"
PbRatio,"2.354","2.597","3.573","4.995","4.273","3.589","2.799","2.959","2.46","2.062","1.944","1.627","1.478","1.314","1.071","0.978","0.814"
EnterprisesValueRevenueRatio,"8.309","8.818","10.431","11.55","10.071","8.686","7.184","7.056","5.96","5.356","5.115","4.579","4.249","4.261","3.963","3.843","3.697"
EnterprisesValueEBITDARatio,"14.906","15.82","18.925","16.943","19.76","17.41","14.674","13.701","12.738","11.19","10.808","9.722","9.08","9.637","9.342","18.039","58.631"
