name,ttm,12/31/2023,12/31/2022
MarketCap,"139,290,846","154,423,435","214,598,893"
EnterpriseValue,"301,679,846","309,686,435","434,597,893"
PeRatio,"7.188","7.263","4.703"
ForwardPeRatio,"15.361","101.01","51.546"
PsRatio,"0.532","0.643","0.813"
EnterprisesValueRevenueRatio,"1.178","1.209","1.845"
EnterprisesValueEBITDARatio,"2.001","2.054","8.152"
