name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"1,023,196,465","1,357,188,827","1,806,169,820","3,318,035,631","3,739,767,249"
EnterpriseValue,"326,576,465","601,173,827","812,658,820","2,724,840,631","3,050,218,249"
PeRatio,,,,"23.265",
PsRatio,"37.426","51.913","948.888","33.192",
PbRatio,"1.361","1.744","1.81","5.819","5.237"
EnterprisesValueRevenueRatio,"12.784","23.533","588.457","899.584","36.903"
EnterprisesValueEBITDARatio,"-0.873","-1.607","-2.649","-12.215","-58.381"
