name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
MarketCap,"1,498,081,432","1,705,862,148","1,604,091,380","1,423,299,117","1,425,007,236","1,175,577,484","881,815,721","1,106,792,336","758,913,617","579,848,563","730,535,600","672,348,153","406,595,889","395,502,898","469,296,385","392,837,059","413,898,143","304,275,125","405,260,072","393,064,067","325,198,719","212,588,537","80,343,808","74,381,970","49,899,978","55,365,208","59,334,618","66,077,939","40,701,266","48,541,406","58,491,230","64,178,338","37,651,492","25,567,652","15,338,955","14,488,097","21,306,547","22,157,745","59,655,468"
EnterpriseValue,"1,445,117,432","1,638,111,148","1,532,813,380","1,339,735,117","1,337,249,236","1,135,811,484","889,213,721","1,114,190,336","767,486,617","606,670,563","755,057,600","672,097,153","405,848,889","409,404,898","483,198,385","388,808,059","411,756,143","344,950,125","462,090,072","428,008,067","358,242,719","221,775,537","144,102,808","147,507,970","139,085,978","124,623,208","114,349,618","116,316,939","91,278,266","87,430,406","93,767,792","95,178,338","63,451,492","46,967,652","31,738,955","39,388,097","41,406,547","42,257,745","68,655,468"
PeRatio,"21.419","20.569","14.985","17.875","21.81","19.36","8.521","33.17","22.621","16.698","26.024","22.187","14.951","18.172","23.756","24.257","23.122","20.515","15.517","17.189","18.785","15.147","13.825","11.493","4.098","6.706","7.934","18.591","25","8.323","56.171","60.178","55.325","61.644","43.323",,"123.912","46.609","83.061"
ForwardPeRatio,,,,,,"17.606","12.953","27.1","22.321","15.129","16.807","16.779","12.595","14.144","16.779",,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"2.004","2","1.205",,"1.119",,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.325","1.44","1.351","1.532","1.655","1.426","1.164","1.615","1.147","0.893","1.105","1.021","0.638","0.682","0.911","0.78","0.688","0.548","0.8","0.903","0.867","0.536","0.282","0.265","0.199","0.259","0.31","1.926","1.408","1.889","0.487","0.572","0.383","0.291","0.189","0.202","0.326","0.385","1.136"
PbRatio,"1.978","2.276","2.351","2.261","2.21","2.017","1.563","2.4","1.774","1.393","1.925","1.912","1.235","1.274","1.596","1.438","1.618","1.284","1.879","2.107","1.937","1.471","1.014","1.027","0.783","0.929","1.114","1.446","1.016","1.303","1.859","1.85","1.326","1.031","0.67","0.659","1.019","1.06","3.242"
EnterprisesValueRevenueRatio,"1.277","1.448","1.213","1.376","1.529","1.347","1.129","1.596","1.144","0.912","1.122","1.02","0.636","0.678","0.935","0.769","0.678","0.616","0.891","0.93","0.943","0.663","0.492","0.522","0.533","0.569","0.591","0.675","0.625","0.635","0.764","0.848","0.646","0.535","0.39","0.537","0.616","0.734","1.308"
EnterprisesValueEBITDARatio,"7.479","8.478","6.361","6.768","7.202","6.97","5.862","8.164","5.893","4.788","6.574","6.082","4","4.231","5.612","3.181","4.985","4.618","5.403","-2.277","-2.252","-1.551","3.642","0.476","4.446","-1.544","-1.745","-1.958","-1.585","-2.068","-2.93","3.022","2.324","1.973","1.469","2.303","2.202","2.471","5.868"
