name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"15,460,828,191","10,134,783,709","7,058,219,225","6,789,853,623","5,007,974,614","4,851,771,415","3,341,670,813","4,808,027,741","4,291,344,641","2,933,700,378","2,802,034,878","2,839,088,223","2,317,629,646","1,788,522,392","1,931,822,767","1,780,439,553","1,472,217,431","1,540,588,214","1,809,421,231","1,050,218,658","688,364,693","659,913,272","790,849,669","672,601,317","266,648,298","190,311,000","158,534,706","196,615,500","123,695,000","90,717,510"
EnterpriseValue,"15,011,047,191","10,046,147,709","7,367,334,225","6,688,127,623","4,863,301,614","4,994,865,415","3,287,096,813","4,741,401,741","4,310,063,641","2,810,052,378","2,704,948,878","2,800,128,223","1,868,225,646","1,465,585,392","1,581,473,767","1,248,815,553","1,266,452,431","1,516,195,214","1,566,841,231","984,378,658","700,098,693","721,981,272","832,927,669","484,630,317","303,773,298","249,911,000","200,734,706","333,715,500","160,695,000","221,617,510"
PeRatio,"24.681","18.815","20.042","19.272","36.731","15.438","13.505","22.583","22.607","18.693","19.013","23.319","16.023","14.492",,"11.303","8.277","12.704","27.597","20.526","21.211","33.008","13.025","13.353","9.14","8.258","11.045","24.405","13.684",
ForwardPeRatio,,,,,,,,"20.04","19.646","15.504","15.083","16.42","13.423","12.063","13.908",,,,,,,,,,,,,,,
PegRatio,,,,,,,,"1.336","1.309","1.033","1.005","1.095","0.895","1.351","0.773",,,,,,,,,,,,,,,
PsRatio,"1.242","0.85","0.71","0.73","0.572","0.544","0.444","0.656","0.592","0.462","0.468","0.454","0.369","0.322","0.376","0.327","0.222","0.266","0.377","0.226","0.148","0.15","0.206","0.195","0.102","0.079","0.081","0.108","0.077","0.056"
PbRatio,"6.26","4.447","3.833","3.171","2.495","2.456","1.879","2.973","2.68","1.942","1.854","1.996","1.722","1.437","1.676","1.462","1.411","1.741","2.64","1.731","1.224","1.266","1.614","1.594","1.275","1.118","1.323","2.063","1.474","1.298"
EnterprisesValueRevenueRatio,"1.193","0.798","0.665","0.675","0.553","0.544","0.404","0.617","0.571","0.418","0.421","0.442","0.302","0.261","0.326","0.225","0.187","0.256","0.32","0.214","0.149","0.16","0.21","0.142","0.088","0.086","0.091","0.171","0.096","0.139"
EnterprisesValueEBITDARatio,"14.877","9.956","10.825","10.324","13.215","8.971","6.715","11.288","11.082","7.764","7.407","9.067","5.787","5.502","60.957","3.991","3.508","11","11.632","9.938","9.349","10.228","6.296","4.534","3.197","3.461","4.199","9.374","6.428","15.076"
