name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
MarketCap,"22,185,018,445","20,468,947,204","10,912,233,322","8,051,718,964","5,582,715,509","5,559,419,551","4,337,196,151","4,789,933,965","4,208,408,600","3,084,723,713","3,018,760,786","2,122,325,512","1,568,371,465","1,803,212,324","1,985,467,552","1,713,015,534","1,594,384,418","1,521,798,900","2,114,345,760","1,819,898,280","1,546,840,500","1,257,538,000","1,011,498,600","1,024,517,750","849,719,007","740,075,330","956,340,000","1,105,537,437","879,956,000","628,722,289","443,178,000","454,119,000","487,606,000","259,875,000","176,225,000"
PeRatio,"1.961","1.85","12.078","14.998","13.199","13.605","12.387","15.032","19.777","13.138","23.714","13.291","12.471","9.343","10.219","14.802","17.503","14.011","17.454","16.58","20.676","16.759","10.915","11.82","9.114","9.058","13.595","16.725","13.345","10.767","8.302","8.115","9.312","8.814","6.23"
ForwardPeRatio,"9.259","7.752","7.962","9.452",,,,,,,,"10.684","8.937","11.696","13.661","22.222",,,,,,,,,,,,,,,,,,,
PsRatio,"2.549","2.75","2.995","4.389","3.335","3.633","2.877","3.398","3.071","2.265","2.58","2.057","1.517","2.006","2.548","2.105","1.964","1.962","2.837","2.62","2.424","2.079","1.677","1.757","1.535","1.432","2.044","2.824","2.244","1.738","1.369","1.443","1.64","1.044","0.835"
PbRatio,"1.097","1.056","1.229","1.921","1.51","1.585","1.253","1.461","1.383","1.083","1.401","1.08","0.844","0.961","1.138","1.098","1.105","1.056","1.662","1.57","1.424","1.222","1.046","1.158","1.076","1.015","1.447","1.838","1.43","1.243","1.01","1.167","1.461","0.918","0.688"
