name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"2,505,584,490","3,567,759,922","3,829,575,607","14,734,293,421","30,050,208,556","6,091,629,700","3,495,490,462","2,130,936,531","759,535,854","691,907,599"
EnterpriseValue,"2,974,186,490","4,120,205,922","4,518,336,607","15,175,179,421","29,850,925,556","6,065,539,700","3,431,615,462","2,329,390,531","729,056,854","567,022,599"
PsRatio,"0.949","1.367","1.638","7.353","17.643","11.485","8.371","9.427","6.16","10.202"
PbRatio,"1.077","1.566","0.636","0.922","13.469","6.13","3.401","4.8","3.146","3.594"
EnterprisesValueRevenueRatio,"1.143","1.583","1.877","7.466","27.287","10.962","8.211","9.985","5.92","7.327"
EnterprisesValueEBITDARatio,"19.313","26.755","-0.338","-180.885","-68.16","-172.571","-97.345","-33.078","-11.6","-11.135"
