name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"41,166,150,505","37,439,310,000","36,601,280,000","40,729,233,225","30,949,871,799","37,386,549,925","33,493,600,460","48,751,520,000","44,745,800,000","36,398,522,450","41,144,236,329","42,518,515,339","24,693,569,462","23,556,400,000","28,403,825,375","22,994,651,222","12,769,720,000","41,809,091,817","40,620,799,593","36,557,968,933","29,092,785,261","22,340,843,226","17,845,112,689"
EnterpriseValue,"55,154,150,505","52,444,310,000","51,468,280,000","59,283,233,225","46,760,871,799","54,940,549,925","55,603,600,460","68,080,520,000","54,271,800,000","59,071,522,450","69,953,236,329","72,164,515,339","45,142,569,462","44,272,400,000","49,179,825,375","40,016,651,222","36,006,720,000","71,819,091,817","63,204,799,593","54,593,968,933","41,949,785,261","34,528,843,226","23,249,112,689"
PeRatio,"17.003","29.297","127.513","5.889",,"10.036","5.072","11.521","9.789","10.215","18.613",,"58.604","7.844","10.246","6.556",,"12.274","16.049","11.692","15.93","20.277","71.661"
ForwardPeRatio,"8.396","8","8.418","8.606","6.78","7.502","6.325","10.04","10.05","7.856","9.074","10.965","7.435","7.231","9.302","8.913",,,,,,,
PegRatio,"0.449",,,"1.536","2.26","0.536","2.108","0.674","4.021","0.253","0.148","0.327","0.836","0.58","0.979","0.81",,,,,,,
PsRatio,"0.77","0.692","0.591","0.603","0.515","0.615","0.575","0.891","0.783","0.638","0.852","0.557","0.284","0.654","0.727","0.682","0.444","1.267","1.357","1.228","1.03","0.821","0.688"
PbRatio,"1.48","1.443","2.206","0.658","0.467","0.568","0.717","0.965","0.792","0.852","0.989","1.243","0.643","0.661","0.88","0.917","0.951","1.782","1.751","1.545","1.302","1.049","0.837"
EnterprisesValueRevenueRatio,"1.016","0.966","0.904","0.833","0.82","0.848","0.883","1.141","0.923","1.034","1.293","1.741","0.532","0.902","1.287","1.229","1.232","2.088","1.959","1.742","1.508","1.265","0.892"
