name,ttm,12/31/2023,12/31/2022
MarketCap,"3,276,806,367","2,441,945,476","1,419,195,971"
EnterpriseValue,"4,020,386,367","3,140,739,476","2,194,414,971"
PeRatio,"15.691","1.514",
ForwardPeRatio,"8.137","7.369",
PsRatio,"3.78","1.913",
PbRatio,"1.594","1.23","13.739"
EnterprisesValueRevenueRatio,"4.434","2.354","0.941"
EnterprisesValueEBITDARatio,"6.002","1.752","2.676"
