name,ttm,12/31/2023,12/31/2022
MarketCap,"1,089,244,041","848,596,582","907,824,866"
PeRatio,"12.824","8.252","20.904"
PsRatio,"2.912","2.355","2.937"
PbRatio,"1.053","1.006","1.21"
EnterprisesValueRevenueRatio,"3.151","3.419","3.196"
