name,ttm,12/31/2022,12/31/2021
MarketCap,"3,026,501,683","3,022,710,234","2,165,928,528"
EnterpriseValue,"2,921,714,683","2,954,703,234","2,033,926,528"
ForwardPeRatio,"188.679"
PsRatio,"18.79","24.059","27.599"
PbRatio,"6.411","7.978","4.374"
EnterprisesValueRevenueRatio,"18.384","21.128","21.416"
EnterprisesValueEBITDARatio,"-646.254","1,206.001","-71.124"
