name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"3,708,992,000","4,255,278,000","3,426,588,000","4,552,784,000","2,444,736,000","2,968,793,000","4,480,448,000","4,653,660,000","3,529,383,000","3,453,094,000","6,460,272,000","7,246,557,000","10,255,173,000","8,120,574,000","6,918,996,000","5,302,241,000","2,610,080,000","4,961,210,000"
EnterpriseValue,"3,862,992,000","4,557,278,000","3,548,588,000","4,535,784,000","2,564,736,000","3,093,793,000","4,209,448,000","4,354,660,000","3,116,383,000","3,289,094,000","5,867,272,000","6,639,557,000","9,800,173,000","7,722,574,000","6,035,996,000","4,641,241,000","2,168,080,000","4,691,210,000"
PeRatio,"62.426","72.517","50.239","40.448","23.653","243.364",,"78.49","194.071",,"19.413","20.218","25.365","24.5","23.254","21.527","10.669","24.918"
ForwardPeRatio,"17.241","18.282","17.794","25.317","15.823","18.975","24.51","28.986","15.723","11.442","14.409","14.368","20.08","18.692","19.881",,,
PegRatio,"3.354",,,,"3.165","3.797","4.902","5.792","3.145","3.204","1.437","1.176","1.296","1.219","1.622",,,
PsRatio,"2.127","2.454","1.997","2.488","1.356","1.561","2.096","2.316","1.479","1.49","2.557","2.869","3.987","3.728","3.623","3.198","1.513","2.92"
PbRatio,"27.474","34.879","14.481","9.962","6.367","9.051","8.001","6.521","3.807","3.467","3.507","3.778","5.765","5.793","5.819","5.827","3.359","7.862"
EnterprisesValueRevenueRatio,"2.107","2.486","1.977","2.366","1.397","1.629","1.945","2.02","1.342","1.3","2.148","2.466","3.677","3.27","3.118","2.716","1.23","2.756"
EnterprisesValueEBITDARatio,"14.688","17.328","15.772","12.359","14.656","18.98","23.516","20.638","8.633","93.974","8.81","10.075","13.881","13.84","12.707","11.574","5.517","12.091"
