name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"5,844,079,562","8,337,187,067","5,999,162,627","8,543,310,129","5,708,627,264","4,318,768,907","5,319,938,062","6,201,359,535","4,740,830,414","2,440,104,432","3,462,867,432","6,144,430,308","4,623,045,807","3,610,098,191","8,502,116,937","7,100,801,271","1,718,065,128","8,041,025,937","5,922,012,121"
EnterpriseValue,"4,390,986,562","6,467,836,067","4,582,238,627","8,599,727,129","6,569,765,264","6,159,443,907","7,482,498,062","8,948,139,535","5,800,727,414","3,780,523,432","5,136,696,432","7,755,730,308","6,327,292,807","3,320,098,191","7,813,957,937","7,284,888,271","2,510,932,128","10,934,548,937","6,394,946,121"
PeRatio,"74.425","28.313","2.199","2.352","22.369","5.116","4.045","7.521","13.868","12.43","6.785","55.149","33.643","7.356","13.681","23.613","2.381","10.285","37.392"
ForwardPeRatio,"4.008","10.788","6.523","4.219","10.081","7.93","5.804","9.116","10.753","7.968","14.347","18.315","6.579","6.25","10.893",,,,
PegRatio,,,,,,,,,"0.13",,"1.097","0.349","0.391",,"3.631",,,,
PsRatio,"0.312","0.514","0.349","0.596","0.679","0.412","0.47","0.718","0.66","0.297","0.399","0.724","0.537","0.409","1.152","1.432","0.203","0.982","6.924"
PbRatio,"0.489","0.67","0.504","0.88","0.854","0.661","0.896","1.269","1.1","0.562","0.644","1.149","0.853","0.627","1.446","1.341","0.374","1.806","1.648"
EnterprisesValueRevenueRatio,"0.235","0.399","0.266","0.6","0.782","0.587","0.661","1.037","0.807","0.46","0.591","0.914","0.735","0.374","1.059","1.469","0.297","1.336","1.017"
EnterprisesValueEBITDARatio,"2.224","4.593","0.973","1.486","5.157","3.17","2.902","4.977","4.524","3.524","3.305","7.806","6.543","2.348","4.758","7.907","1.755","5.081","3.103"
