name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"2,752,849,284","2,826,975,660","2,835,058,178","6,733,793,154","4,383,569,624","958,772,452","443,723,562","113,122,059","60,936,500"
EnterpriseValue,"2,927,489,284","3,024,480,660","3,073,287,178","7,052,384,154","3,922,613,624","798,194,452","400,730,562","90,918,059","60,935,992"
PeRatio,"16.915","17.443","19.49","60.439","57.953","51.966","79.632",,"6.294"
ForwardPeRatio,"16.129","17.575","18.116","42.735","28.902","18.797","23.641",,
PsRatio,"8.91","9.461","10.405","36.593","31.632","24.005","21.239","96.907","5.586"
PbRatio,"1.42","1.466","1.452","4.498","3.49","2.2","3.237","1.887","122,335.198"
EnterprisesValueRevenueRatio,"9.459","9.772","11.121","34.477","33.556","17.87","27.1","14.162","189.832"
EnterprisesValueEBITDARatio,"11.763","12.152","13.21","40.967","39.133","21.229","41.682","107.851","-92.608"
