name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
MarketCap,"45,926,949,002","49,956,620,128","58,738,630,855","90,175,680,000","68,610,890,000","59,134,400,000","45,081,450,000","45,100,597,851","31,289,683,875","28,854,560,007","26,274,516,938","24,530,761,274","21,154,770,957","12,745,428,236","12,746,916,027","11,428,166,863","5,075,298,815","11,752,295,609","6,527,201,635","5,763,813,180","3,728,427,023","2,434,964,280","809,937,352","2,336,826,720","5,383,157,999","4,553,301,125","2,219,950,287"
EnterpriseValue,"74,635,949,002","78,568,620,128","86,332,630,855","116,528,680,000","93,701,890,000","82,578,400,000","61,182,450,000","53,585,895,851","43,726,520,875","40,811,908,007","37,609,742,938","35,087,566,274","32,324,648,957","19,606,590,236","19,413,279,027","17,241,170,863","11,016,823,815","17,746,245,609","9,425,032,635","7,813,149,180","5,011,677,023","5,422,529,280","3,405,028,352","4,882,358,720","7,965,453,999","5,969,201,125","2,554,250,287"
PeRatio,"30.569","32.176","36.365","68.891","99.494","71.793","102.481","92.508","88.541","56.503","157.4","229.469","112.75","93.333",,,,,,,,,,,,,
ForwardPeRatio,"36.101","28.818","34.965","61.728","60.606","54.348",,"96.154","52.91","55.556","53.476","44.843","63.291","54.645","112.36",,,,,,,,,,,,
PegRatio,"9.272","3.794","3.252","4","3.063","2.519",,"3.617","4.384","1.906","1.18","1.247","1.303",,"8.972",,,,,,,,,,,,
PsRatio,"6.576","7.07","8.561","14.661","11.609","10.18","8.548","9.879","7.616","7.604","7.377","7.409","8.64","6.393","6.69","6.639","3.248","8.405","8.991","9.048","6.174","2.617","0.907","2.6","9.506","12.213","8.835"
PbRatio,"7.197","7.491","7.648","10.589","7.221","5.222","3.667","3.559","4.632","3.985","3.839","8.224","7.199","5.509","5.213","3.892","1.869","3.711","7.701","4.806","2.033","1.227","0.367","0.988","2.192","2.815","3.01"
EnterprisesValueRevenueRatio,"10.691","11.255","12.358","18.38","16.045","14.329","11.393","12.594","11.152","11.139","10.628","12.244","13.288","9.645","10.334","10.23","7.217","12.809","11.957","11.545","8.295","9.732","5.625","5.431","12.27","17.262","22.584"
EnterprisesValueEBITDARatio,"18.191","19.149","21.207","33.728","27.971","26.51","21.945","24.324","22.118","20.455","20.775","23.558","26.144","16.998","31.143","21.961","15.147","25.716","22.168","24.796","18.49","18.823","13.471","12.931","24.508","31.45","46.441"
