name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"4,804,958,406","4,410,596,980","2,899,632,700","4,472,277,480","3,477,058,800","3,403,393,200","5,090,505,420"
EnterpriseValue,"12,815,944,406","12,095,489,980","10,359,726,700","12,037,060,480","11,204,498,800","9,233,734,200","8,383,699,420"
PeRatio,"12.449","13.945",,"16.413",,"202.919","59.902"
ForwardPeRatio,"11.211","11.508","8.803","7.337","4.97","8.921","6.739"
PegRatio,"0.604",,,"0.455",,,
PsRatio,"3.467","3.19","2.324","3.116","1.534","2.142","3.638"
PbRatio,"4.604","4.379","3.009","1.406","1.096","2.972","19.715"
EnterprisesValueRevenueRatio,"9.194","8.677","7.63","9.14","7.416","5.664","5.607"
EnterprisesValueEBITDARatio,"10.618","10.021","21.553","-11.723","8.157","17.67","9.042"
