name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020
MarketCap,"3,615,305,658","4,694,415,860","2,020,105,145","641,340,455","1,571,458,737","850,710,927"
EnterpriseValue,"3,142,411,658","4,003,784,860","1,589,008,145","117,096,455","1,152,980,737","850,863,127"
PbRatio,"8.051","6.924","4.875","1.271","3.794",
EnterprisesValueEBITDARatio,,,"-7.636","-0.751","-10.671","-12.962"
