name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,319,178,015","939,102,907","1,021,286,836","3,603,822,671"
EnterpriseValue,"984,176,015","582,503,907","571,925,836","3,006,080,671"
ForwardPeRatio,"28.818","31.746","78.125","232.558"
PsRatio,"4.817","4.33","5.668","22.431"
PbRatio,"1.978","1.4","1.428","5.628"
EnterprisesValueRevenueRatio,"3.62","2.709","3.257","21.479"
EnterprisesValueEBITDARatio,,"-12.248","-13.934","-66.486"
