name,ttm,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001
MarketCap,"19,631,057,474","11,489,816,923","12,739,029,503","16,143,848,734","12,871,527,769","11,962,918,724","19,585,487,995","21,835,169,066","16,145,395,909","21,172,883,281","23,913,738,193","22,697,597,382","16,287,679,853","18,827,957,397","27,226,255,535","13,102,042,610","28,660,482,436","39,533,143,825","42,230,839,225","26,905,889,781","35,415,805,968","20,307,952,153","26,028,778,946","35,137,303,353"
PeRatio,"26.827","13.56",,"6.655","6.091",,"8.679","16.142","7.94","13.046","12.182","46.087","955.166","55.04","31.524",,,"20.678","19.537","30.397","21.365","236.932","60.105","21.887"
ForwardPeRatio,"17.065","9.843","9.025","8.157","8.396","8.929",,"15.699","7.369","11.601","11.261","24.51","16.475","17.699",,,,,,,,,,
PegRatio,"0.904","1.348","1.504","2.147",,,,"1.986","1.364","2.189","0.569","0.405","0.338","0.48",,,,,,,,,,
PsRatio,"2.46","1.391","1.522","1.488","1.249","1.348","1.685","2.081","1.301","1.852","1.444","1.341","1.025","1.419","1.877","2.631","3.638","4.239","4.375","3.605","4.584","4.236",,
PbRatio,"0.907","0.485","0.554","0.648","0.519","0.494","0.746","0.881","0.642","0.934","1.034","0.996","0.638","0.748","1.174","0.842","1.439","2.102","2.405","1.544","2.066","1.46","2.406","3.142"
