name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004
MarketCap,"1,392,275,661","875,064,338","285,499,979","183,736,000","221,951,080","165,846,760","139,448,595","66,997,406","85,909,683","43,831,492","85,058,868","232,121,987","298,925,897","338,989,224","335,537,779","474,641,918","468,284,366","428,027,160","482,921,064","478,451,054","986,168,170","835,792,063"
EnterpriseValue,"1,525,120,661","1,072,428,338","529,867,979","330,805,000","308,826,080","221,186,760","137,819,595","53,111,406","45,025,683","-20,014,508","62,303,868","196,815,987","225,592,897","246,899,224","231,815,779","397,139,918","386,943,366","347,149,160","403,109,064","398,639,054","934,129,170","793,233,063"
PeRatio,"34.36","33.184","139.667","9.714","75.111","63.5",,,,,"39","187","67.389","25.37","12.355","16.568","41.042","53.313","23.077","15.693","28.262","29.019"
ForwardPeRatio,"14.556","17.668","15.974","9.718","13.514","12.707",,,,,"21.505","51.814","41.152","24.814","13.369",,,,,,,
PegRatio,"0.971","1.178",,"0.648","0.901","0.847",,,,,,"5.194","2.741","1.656","1.114",,,,,,,
PsRatio,"1.789","1.046","0.526","0.452","0.711","0.456","0.426","0.209","0.259","0.123","0.236","0.615","0.779","0.803","0.744","1.099","1.323","1.282","1.385","1.49","3.27","3.263"
PbRatio,"5.35","3.655","1.297","0.868","1.253","0.97","1.259","0.486","0.682","0.301","0.689","1.737","2.129","2.314","2.361","4.379","4.389","3.956","3.886","4.287","10.408","15.237"
EnterprisesValueRevenueRatio,"2.082","1.518","0.967","0.816","0.984","0.709","0.425","0.167","0.137","-0.058","0.17","0.52","0.585","0.583","0.513","0.911","1.055","1.011","1.135","1.165","3.006","3.109"
EnterprisesValueEBITDARatio,"13.048","10.756","8.581","5.207","7.585","7.895","12.027","-3.181","3.983","59.215","2.35","7.916","7.638","5.246","3.288","5.912","10.48","12.266","8.029","6.456","14.25","13.46"
