name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"1,684,322,497","2,108,780,400","2,168,937,925","3,291,526,221","2,820,945,644","2,619,754,209","1,971,762,182","4,637,319,269","2,729,762,267","2,070,938,952","3,610,363,039","2,851,538,270","2,314,402,085","1,787,878,052","2,480,409,010","1,511,249,375","74,026,928"
EnterpriseValue,"4,136,322,497","4,643,780,400","4,601,937,925","5,712,526,221","4,912,945,644","4,842,754,209","3,409,762,182","5,832,319,269","3,541,762,267","2,702,938,952","3,947,363,039","3,680,538,270","2,852,402,085","2,543,878,052","3,055,409,010","2,338,249,375","1,319,026,928"
PeRatio,"44.692",,,"15.738","195.2","11.03","9.148","6.725","35.148","6.301","14.591","327","11.15","22.925",,,"2.741"
ForwardPeRatio,"18.116","11.325","9.141","7.698","8.673","5.91","4.236","10.493","10.288","7.052","10.01","11.834","7.052","6.402","15.576",,
PegRatio,"6.852",,,,,"0.844",,,,,"0.814","0.668","0.398",,,,
PsRatio,"0.159","0.199","0.221","0.379","0.405","0.307","0.25","0.687","0.489","0.362","0.547","0.475","0.464","0.331","0.397","0.228","0.01"
PbRatio,"1.069","1.327","1.337","1.773","1.656","1.463","1.591","3.907","3.534","2.18","2.938","3.499","2.123","1.788","2.687","1.664","0.06"
EnterprisesValueRevenueRatio,"0.392","0.44","0.453","0.639","0.691","0.562","0.419","0.809","0.608","0.446","0.597","0.544","0.395","0.337","0.516","0.447","0.18"
EnterprisesValueEBITDARatio,"5.53","6.208","9.489","7.477","10.026","7.663","3.965","8.157","6.945","4.668","6.679","5.049","3.934","3.676","6.671","28.515","-23.141"
