name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"982,341,718","872,616,399","946,361,025","705,313,508","519,385,693","452,651,992","744,655,323","2,644,793,545","4,513,819,038","999,997,247","1,384,754,582","1,824,621,602","885,363,377"
EnterpriseValue,"1,650,320,718","1,596,205,399","1,880,235,025","1,762,954,508","1,745,393,693","1,685,243,992","1,663,604,323","2,693,705,545","4,758,807,038","1,195,165,247","1,562,271,582","2,047,187,602","1,085,156,377"
PeRatio,"6.727","5.921","35.714",,,,"6.443","40.198",,"16.874","13.311","22.589","11.153"
ForwardPeRatio,,,,,,,"12.048","8.993","86.207",,"11.468","16.529","10.858"
PegRatio,,,,,,,,,"12.362",,,,
PsRatio,"0.636","0.544","0.687","0.666","0.539","0.3","0.512","2.463","6.563","1.336","1.791","3.52","1.996"
PbRatio,"1.157","1.066","1.434","1.142","0.878","0.456","0.545","1.944","5.664","2.515","3.54","6.343","3.821"
EnterprisesValueRevenueRatio,"1.063","1.028","1.233","1.597","2.063","1.143","1.055","2.171","8.504","1.859","1.782","3.75","2.456"
EnterprisesValueEBITDARatio,"3.798","3.673","5.844","9.031","28.942","-10.944","-157.583","10.161","259.18","13.918","7.039","13.853","7.298"
