name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,469,637,947","1,514,317,245","1,366,730,462","6,021,435,199"
EnterpriseValue,"1,154,299,947","1,201,695,245","1,131,010,462","5,703,672,199"
ForwardPeRatio,"94.34","78.125",,
PsRatio,"4.791","5.434","5.993","38.538"
PbRatio,"5.067","5.235","4.676","18.871"
EnterprisesValueRevenueRatio,"3.946","4.448","5.089","38.561"
EnterprisesValueEBITDARatio,"-14.308","-13.539","-12.307","-80.27"
