name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"3,919,284,287","3,620,303,482","2,854,527,651","3,171,641,701","2,183,190,757","2,769,444,210","2,071,364,950","2,308,230,639","1,950,139,161","1,466,031,675","1,318,114,346","1,302,781,624","1,055,325,156","566,456,951","341,925,506","174,780,245","90,286,357","123,662,431"
EnterpriseValue,,,,,,,"2,956,457,088","3,164,847,639","2,727,492,161","2,261,497,675","1,885,094,346","1,670,385,624","1,335,275,156","856,603,419","445,396,283","191,089,360","105,521,736","112,709,846"
PeRatio,"8.818","8.698","11.583","9.627",,"21.995","9.089","13.94","19.353","11.773","12.443","11.39","8.643","8.669","7.643","13.546","8.008","46.7"
ForwardPeRatio,"11.508","10.905","9.823","17.182","14.837","17.182",,,,,,"9.533","7.634","12.136","13.643",,"11.403",
PegRatio,,,,"2.149",,,,,,,,"1.362","1.091","1.734","1.95",,"1.14",
PsRatio,"7.41","7.172","8.63","8.008",,"16.6","7.499","11.184","15.142","10.282","8.991","9.649","7.215","7.618","8.015","13.394","8.811","17.151"
PbRatio,"1.582","1.527","1.465","1.883","1.534","1.808","1.376","1.753","1.745","1.344","1.391","1.64","1.641","1.686","1.393","1.348","0.804","1.074"
EnterprisesValueRevenueRatio,"6.664",,,,,,"14.133","13.882","16.281","18.532","13.503","15.175","10.69","10.542","12.046","15.81","10.608","16.067"
