name,ttm,12/31/2023,12/31/2022
MarketCap,"1,944,079,456","2,142,615,951","2,219,507,459"
EnterpriseValue,"3,255,752,456","3,460,123,951","3,597,479,459"
PeRatio,"94.6",,"25.411"
PsRatio,"2.124","2.261","2.346"
PbRatio,"3.032","3.85","4.198"
EnterprisesValueRevenueRatio,"3.552","3.775","3.884"
EnterprisesValueEBITDARatio,"18.247","19.393","20.333"
