name,ttm
MarketCap,"2,968,855,580"
EnterpriseValue,"5,893,311,580"
ForwardPeRatio,"24.876"
PsRatio,"0.28"
PbRatio,"1.839"
EnterprisesValueRevenueRatio,"0.557"
EnterprisesValueEBITDARatio,"15.368"
