name,ttm,12/31/2023,12/31/2022
MarketCap,"4,067,988,416","2,721,444,120","2,000,412,769"
EnterpriseValue,"4,715,988,416","3,246,444,120","1,990,412,769"
PeRatio,,,"14.348"
ForwardPeRatio,"50.505","48.544","20.964"
PegRatio,"3.373","3.231","1.398"
PsRatio,"0.8","0.669","0.396"
PbRatio,"2.462","4.614","1.75"
EnterprisesValueRevenueRatio,"1.221","0.798","0.398"
EnterprisesValueEBITDARatio,"71.617","47.742","6.279"
