name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"1,380,703,320","1,334,918,040","1,137,922,410","1,617,530,880","933,261,570","910,122,500","804,971,280","668,298,592","626,449,523","718,659,840","709,735,690","690,095,340","495,461,340","466,935,595","675,013,420","488,812,500","297,414,359","390,783,763","498,142,440","430,865,280","413,774,700","285,670,550","127,688,760","199,644,600","129,102,348","592,266,412","1,029,618,750","729,791,994","266,948,000","113,093,750"
EnterpriseValue,"1,438,048,320","1,372,606,040","1,144,784,410","1,621,018,880","953,073,570","954,470,500","885,557,280","796,468,592","730,512,523","798,802,840","722,055,690","744,395,340","516,224,340","527,049,595","686,886,420","493,591,500","338,987,359","446,559,763","547,820,440","455,834,280","451,580,700","297,344,550","151,158,760","234,548,600","128,570,348","592,666,412","974,218,750","653,891,994","227,348,000","112,493,750"
PeRatio,"22.601","25.209","12.811","21.994","17.465","16.073","16.36","17.782","17.5","18.187","47.314","28.417",,"18.682","32.714","37.972",,"10.263","16.903","12.977","16.087","58.438",,,,,"67.424","55.541","43.137","53.409"
ForwardPeRatio,"23.585","21.882","12.61","20.408","16.181","14.663",,"14.104","15.408","13.736","17.513","16.722","13.755","14.451","21.645",,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"0.748","0.713","0.559","0.826","1.238",,,,,,,,,,,,,,,
PsRatio,"0.901","0.84","0.668","1.052","0.659","0.669","0.559","0.482","0.468","0.551","0.626","0.624","0.477","0.457","0.681","0.54","0.304","0.398","0.565","0.566","0.606","0.589","0.261","0.317","0.175","0.806","1.548","3.556","2.751","2.699"
PbRatio,"8.679","7.46","5.378","8.515","5.483","4.843","4.91","4.672","4.799","5.059","4.05","4.202","2.917","2.063","2.659","2.156","1.445","1.251","1.967","2.127","2.423","3.125","1.492","1.438","0.611","2.714","4.038","4.201","3.744","7.158"
EnterprisesValueRevenueRatio,"0.939","0.896","0.669","1.026","0.682","0.708","0.679","0.635","0.554","0.606","0.593","0.693","0.513","0.525","0.775","0.542","0.34","0.431","0.584","0.568","0.683","0.6","0.294","0.363","0.162","0.794","1.432","1.363","0.754","2.462"
EnterprisesValueEBITDARatio,"15.608","14.898","9.438","14.585","11.146","11.74","10.978","11.623","10.766","9.498","12.154","33.836","-9.465","12.032","21.012","14.101","-4.772","5.156","7.722","9.291","22.989","26.902","-11,627.597","30.829","6.512","-24.831","14.587","16.066","10.06","22.499"
