name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"3,178,482,252","3,219,650,762","3,559,733,179","1,794,755,033","1,433,360,608","2,230,257,740"
PeRatio,"5.552","5.097","4.108","4.313","3.687",
ForwardPeRatio,,"3.931",,,,
PsRatio,"1.72","1.574","1.742","1.164","1.382","14.345"
PbRatio,"1.047","1.279","1.607","1.425","1.487","7.411"
