name,ttm,12/31/2023,12/31/2022
MarketCap,"4,154,535,203","3,012,297,169","457,336,415"
EnterpriseValue,"5,095,535,203","4,013,297,169","1,437,336,415"
ForwardPeRatio,"18.382","14.104","476.191"
PsRatio,"1.717","1.295","0.239"
PbRatio,"3.773","2.406","6.018"
EnterprisesValueRevenueRatio,"2.14","1.77","0.892"
EnterprisesValueEBITDARatio,"24.498","28.666","-205.334"
