name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"78,869,503,544","79,456,334,776","42,561,550,252","67,984,952,632","83,542,764,064","28,431,111,662","13,237,657,258","13,894,556,156","6,894,727,223","5,048,894,686","5,637,214,207","4,759,302,854","3,468,054,766","3,511,056,270","2,941,135,553","2,288,518,353","723,194,722","3,267,458,474"
EnterpriseValue,"80,449,503,544","80,968,334,776","44,540,550,252","69,821,585,632","81,730,228,064","26,292,295,662","12,838,369,258","13,592,338,156","6,728,631,223","5,004,875,686","5,427,086,244","4,558,808,390","3,273,015,022","3,387,769,108","2,881,813,541","2,228,703,764","692,434,546","3,209,194,287"
PeRatio,"79.943","80.181","157.881","853.418",,,,"104.538","55.369","50.37","70.928","44.726","34.152","49.404","52.476","69.16","39.071","335.818"
ForwardPeRatio,"48.544","45.455","60.241","153.846","208.333",,"526.316","90.909","41.841","33.898","33.557","31.646","30.96","33.898","42.553",,,
PegRatio,"1.53","0.822","0.857","1.172",,,"4.904","3.674","1.763","1.176","1.718","1.501","1.298","1.16","1.14",,,
PsRatio,"5.483","6.015","4.465","10.712","25.082","13.27","8.357","11.413","8.968","7.983","10.64","10.774","9.283","12.78","13.576","13.248","5.311","22.112"
PbRatio,"25.682","29.067","26.076","552.831","47.845","13.949","38.735","34.21","17.456","13.892","16.539","14.68","11.967","17.174","17.128","20.041","7.741","35.642"
EnterprisesValueRevenueRatio,"5.559","5.594","4.227","9.877","20.566","11.45","8.918","11.173","7.969","7.679","9.752","9.646","8.761","11.333","13.298","12.894","5.053","37.699"
EnterprisesValueEBITDARatio,"32.77","32.981","29.615","103.593","278.943","822.92","350.881","111.908","28.041","25.786","36.084","25.706","21.774","28.38","34.149","37.167","16.797","164.862"
