name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"22,333,371,225","36,456,200,938","62,522,039,864","19,688,797,218","7,683,297,726"
EnterpriseValue,"5,345,404,805","22,434,814,714","60,135,547,695","18,664,630,977","7,239,877,490"
PeRatio,"7.627","3.535","7.367",,
ForwardPeRatio,"7.037","8.19","8.231","6.028",
PegRatio,,,"0.071",,
PsRatio,"3.142","1.965","4.004","96.796","48.069"
PbRatio,"1.028","1.866","6.339","17.256","16.472"
EnterprisesValueRevenueRatio,"0.582","1.296","3.169","38.699","66.666"
EnterprisesValueEBITDARatio,"0.884","1.713","3.975","-177.589","-50.347"
