name,ttm,12/31/2023,12/31/2022
MarketCap,"37,335,659,843","35,199,386,749","26,545,970,033"
EnterpriseValue,"44,518,659,843","43,051,386,749","26,090,970,033"
PeRatio,"22.389","22.945","13.869"
ForwardPeRatio,"17.637","17.857",
PegRatio,"8.825","17.861",
PsRatio,"1.917","1.825","1.475"
PbRatio,"4.489","4.937","1.575"
EnterprisesValueRevenueRatio,"2.276","2.233","1.45"
EnterprisesValueEBITDARatio,"12.848","12.08","8.126"
