name,ttm,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017
MarketCap,"17,176,879,851","13,394,292,310","7,236,131,400","3,393,568,083","7,359,659,205","4,146,112,740","3,817,125,491","6,605,511,864","1,987,898,282"
EnterpriseValue,"16,795,917,851","13,117,789,310","7,189,456,400","3,482,848,083","7,281,604,205","4,054,015,740","3,327,772,491","6,104,614,864","1,875,958,282"
ForwardPeRatio,"44.248","38.314","36.9",,,,,,
PegRatio,"2.105",,,,,,,,
PsRatio,"7.381","6.805","3.962","2.073","5.501","3.317","3.245","7.616","4.717"
PbRatio,,,,,,,"14.016","23.834","34.495"
EnterprisesValueRevenueRatio,"7.536","6.261","4.098","2.196","5.469","3.168","2.684","5.955","2.757"
EnterprisesValueEBITDARatio,"96.831","88.263","-77.236","-5.52","-8.64","-5.552","-6.575","-26.53","-6.051"
