name,ttm,12/31/2023
MarketCap,"11,515,420,261","6,694,778,672"
EnterpriseValue,"14,046,737,261","9,528,486,672"
PeRatio,,"18.568"
ForwardPeRatio,"54.348","27.1"
PsRatio,"4.162","5.09"
PbRatio,"2.847","1.612"
EnterprisesValueRevenueRatio,"5.06","7.15"
EnterprisesValueEBITDARatio,"21.093","16.383"
