name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"726,777,100","1,189,293,704","461,094,564","4,081,193,565","7,068,930,766","1,966,053,760","1,298,179,310","2,550,315,470"
EnterpriseValue,"1,584,835,100","2,041,403,704","1,787,959,564","5,077,772,565","6,850,365,766","1,897,700,760","967,131,310","2,337,326,470"
PeRatio,,,,,,,"9.29",
ForwardPeRatio,,,,,,,,"344.828"
PsRatio,"0.706","0.531","0.186","2.614","7.543","2.864","2.629","7.474"
PbRatio,"264.475","206.726","4.331","12.839","17.66","5.999","3.483","10.927"
EnterprisesValueRevenueRatio,"1.623","2.09","1.626","4.797","7.731","2.434","1.986","6.316"
EnterprisesValueEBITDARatio,"-29.881","-38.489","-10.165","-118.269","441.049","-30.292","-32.419","-298.662"
