name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"3,196,003,860","4,762,191,163","2,350,005,446","6,664,296,750","7,772,325,120"
EnterpriseValue,"5,226,652,860","6,843,909,163","4,019,003,446","8,376,239,750","10,655,105,120"
PeRatio,"62.778",,"19.372","179.081",
ForwardPeRatio,"15.699","20.04","8.17","22.936","36.496"
PegRatio,"1.308","1.114","0.454",,
PsRatio,"3.05","4.804","2.348","7.345","8.498"
PbRatio,"7.203","12.616","3.877","12.675",
EnterprisesValueRevenueRatio,"4.981","6.522","4.004","8.992","13.023"
EnterprisesValueEBITDARatio,"12.847","16.823","-230.805","20.898","33.301"
