name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008
MarketCap,"822,664,889","2,556,497,529","3,489,345,402","1,266,991,873","286,119,187","280,770,633","786,929,497","206,353,821","59,549,809","86,527,266","25,246,699","18,479,876","38,825,093","89,908,732","64,919,192","24,611,210"
EnterpriseValue,"870,641,889","2,403,587,529","3,181,834,402","1,317,397,873","290,425,187","265,616,633","714,665,497","195,268,821","55,834,809","75,456,266","15,723,699","13,815,876","27,983,810","75,635,714","66,248,625","25,940,643"
PeRatio,"22.453",,,,"6.096",,,,,"16.733",,,,,,
ForwardPeRatio,"51.546","47.17",,,,,,,,,,,,,,
PsRatio,"89.059",,,,"50.235","73.43","829.352","1,053.081",,,,,,,,
PbRatio,"0.658","3.312","6.671","12.525","1.729","3.009","6.957","4.023","2.739","3.92","2.426","1.31","1.102","3.606","6.155","3.494"
EnterprisesValueRevenueRatio,"88.412",,,,,"54.845","166.589","314.95",,,,,,,,
EnterprisesValueEBITDARatio,"81.727","-33.856","-125.749","-44.397","4.898","-21.925","-29.356","-17.872","-8.654","-11.476","-3.16","-1.707","-2.207","-15.098","-19.428","-12.427"
