name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"4,458,462,884","3,544,339,841","3,222,736,164","4,644,689,143","3,710,480,412","3,992,564,434","3,837,581,879"
EnterpriseValue,"6,299,962,884","5,544,839,841","5,445,336,164","6,794,089,143","6,132,080,412","6,599,064,434","6,536,781,879"
PeRatio,"20.405","14.747","16.779","18.287","49.077","5.375","13.295"
ForwardPeRatio,"12.255","9.588","9.921","11.001","15.015","15.291","10.684"
PsRatio,"1.323","1.044","0.954","1.364","1.367","1.267","1.15"
PbRatio,"1.385","1.147","1.098","1.54","1.428","1.549","1.98"
EnterprisesValueRevenueRatio,"1.765","1.553","1.532","1.955","2.196","2.138","1.953"
EnterprisesValueEBITDARatio,"9.59","8.441","9.009","9.626","13.814","11.401","9.366"
