name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"950,815,319","736,483,928","878,721,238","507,700,921","554,130,022","517,271,080","513,237,305","674,290,928","464,548,397","398,720,556","855,236,821","918,788,025","548,483,894","282,326,571","249,426,329","289,246,742","227,029,871","308,347,302","382,790,625","370,702,500"
EnterpriseValue,"1,403,074,319","1,195,381,928","1,354,975,238","1,045,633,921","1,102,123,022","969,503,080","829,520,305","900,285,928","698,365,397","623,198,556","1,074,905,821","1,026,696,025","681,967,894","269,928,571","233,482,329","273,302,742","190,274,871","285,880,302","369,433,625","341,849,500"
PeRatio,"10.238","7.023","5.877","6.883","13.727","14.149","7.601","107.955","15","10.101","18.634","22.109","11.478","18.333","19.9","58.387","15.226","17.261","18.849","19.492"
ForwardPeRatio,,,,,,,,,,,,"14.514","12.547","14.641","18.051",,,,,
PegRatio,,,,,,,,,,,,"4.836","4.184","3.184","0.903",,,,,
PsRatio,"0.572","0.426","0.44","0.304","0.404","0.353","0.37","0.579","0.424","0.363","0.748","0.888","0.529","0.417","0.418","0.575","0.3","0.454","0.614","0.639"
PbRatio,"1.787","1.444","2.117","1.764","2.434","2.614","2.508","4.607","3.185","3.222","6.619","9.649","9.56","1.791","1.519","1.873","1.38","2.036","2.966","3.419"
EnterprisesValueRevenueRatio,"0.844","0.719","0.672","0.597","0.792","0.641","0.568","0.74","0.651","0.552","0.902","0.993","0.658","0.272","0.274","0.543","0.251","0.42","0.576","0.643"
EnterprisesValueEBITDARatio,"6.221","5.3","4.256","5.882","7.219","6.826","5.99","12.22","8.277","5.711","9.398","9.8","7.543","3.152","3.067","14.592","5.591","7.687","9.517","10.679"
