name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"1,292,083,623","1,639,658,229","1,344,406,028","556,830,961","923,682,647","850,696,001","877,391,850","922,656,592","448,505,659","369,146,614","515,304,405","739,067,349","599,946,923","534,601,089","684,195,865","792,286,508","339,865,323","834,623,282"
EnterpriseValue,"1,527,483,623","1,995,558,229","1,658,106,028","1,124,530,961","1,517,782,647","1,139,096,001","1,113,291,850","642,802,592","438,723,659","711,801,614","773,993,405","1,019,469,349","883,648,923","729,177,089","900,418,865","987,861,508","669,140,323","991,431,282"
PeRatio,"6.375","8.43","9.258","3.234","10.016","16.542",,"12.941",,,"15.4","29.137","48.139","16.626","137.857","13.402","28.848","33.7"
ForwardPeRatio,,,,,,,,,"38.023","16.835","16.393","20.877","21.277","303.03","21.459",,,
PegRatio,,,,,,,,,"3.8","1.683","3.277","4.177",,,,,,
PsRatio,"0.858","1.087","1.062","0.358","0.721","1.005","6.992","6.315","1.902","1.744","2.023","2.532","3.563","5.193","6.927","5.426","2.139","4.689"
PbRatio,"0.811","1.085","1.038","0.486","0.953","1.005","1.263","1.464","1.073","0.729","0.694","1.286","1.133","0.967","1.343","1.546","0.76","1.927"
EnterprisesValueRevenueRatio,"1.012","1.324","1.307","0.723","1.21","1.388","10.106","4.345","1.556","3.112","2.383","3.384","5.12","6.983","8.883","6.755","4.189","5.57"
EnterprisesValueEBITDARatio,"6.265","8.557","8.934","5.027","10.518","16.18","35.863","5.026","3.544","8.085","5.88","11.935","13.768","9.503","26.668","7.751","14.495","19"
