name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"16,491,043,601","15,032,015,521","14,339,694,539","16,053,770,208","5,943,565,362","8,088,437,068","5,649,916,694","8,313,215,499","7,562,352,610","8,646,769,524","8,242,196,056","4,363,608,691","1,555,347,700","1,684,834,089","2,107,161,855","770,434,830","255,961,240","1,774,721,292","1,971,156,663"
EnterpriseValue,"61,439,848,601","60,201,193,521","60,715,198,539","42,322,221,208","33,835,386,362","36,386,383,068","32,861,415,694","34,146,616,499","33,332,217,610","36,666,485,524","37,325,512,056","10,277,059,691","6,838,445,700","7,611,208,089","8,268,874,855","5,434,481,830","3,852,885,240","4,425,729,292","4,214,808,663"
PeRatio,"5.91","6.939",,"9.011",,"7.962","5.764","7.806","8.509","7.39","10.297","18.262","11.024","9.461","7.83","4.67","1.682","9.401","0.289"
ForwardPeRatio,"7.441",,"7.22","10.183","7.74","7.955","5.862","8.11","6.649","7.143","8.084","11.574","5.744","5.663","7.133",,,,
PegRatio,,,,,,,,,"0.665","0.714","0.971","1.389","0.69","0.472","0.475",,,,
PsRatio,"2.448","2.349","2.063","2.021","1.246","1.741","1.248","1.771","1.484","1.711","2.335","4.679","1.889","1.112","0.891","0.777","0.206","1.527","1.808"
PbRatio,"0.994","0.923","0.921","1.629","0.675","0.882","0.637","0.942","0.876","1.073","1.09","1.85","0.733","0.753","0.953","0.612","0.231","1.867","3.652"
EnterprisesValueRevenueRatio,"8.111","7.948","8.78","9.223","7.53","7.37","6.846","6.778","6.47","6.934","10.45","9.787","7.032","7.081","8.738","8.565","3.096","3.808","5.266"
EnterprisesValueEBITDARatio,"13.51","13.238","14.809","15.551","12.627","11.787","11.433","11.236","10.593","11.088","15.764","14.8","12.818","11.606","13.266","11.656","11.129","12.148","17.404"
