name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"13,172,344,586","11,104,648,956","10,339,129,258","8,974,674,576","5,719,266,906","8,741,797,043","6,071,145,110","8,135,555,519","9,271,359,532","7,944,584,300","13,184,947,914","8,648,561,797","6,555,920,674"
EnterpriseValue,"20,800,861,586","17,877,473,956","17,209,427,258","16,001,115,576","13,460,377,906","16,362,997,043","10,532,732,110","11,354,405,519","12,060,406,532","10,456,931,300","15,189,642,914","10,109,588,797","7,301,642,674"
PeRatio,"13.315","10.797","9.799","10.169","11.236","14.372","16.216","22.521","41.931","29.504","61.459",,"2,995"
ForwardPeRatio,"10.504","8.681","11.99","7.278","5.807","9.662","10.672","24.45","30.212","33.003","62.112","59.88",
PsRatio,"4.284","3.726","3.38","3.284","2.162","2.918","2.941","3.825","6.102","5.488","10.644","9.274","7.718"
PbRatio,"4.546","3.933","3.596","3.037","2.154","2.746","6.186","7.623","8.655","6.285","14.053","10.482","7.186"
EnterprisesValueRevenueRatio,"6.696","5.755","5.292","5.561","4.855","5.958","4.58","4.673","6.684","5.968","9.906","9.313","8.163"
EnterprisesValueEBITDARatio,"10.459","8.989","7.968","8.651","9.75","10.257","8.403","10.041","12.214","23.908","19.574","20.727","22.275"
