name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
MarketCap,"2,333,309,833","2,724,760,498","7,210,527,687","16,307,197,827","15,532,523,007","958,676,107","271,755,917","539,189,893","216,732,412","379,984,606","519,799,248","164,595,510","19,119,429","46,382,468","48,932,948","92,019,571","90,154,872","347,137,534","337,632,238","440,334,832","447,562,876","528,167,647","228,976,844","439,822,408","643,246,553","1,215,202,000"
EnterpriseValue,"3,167,126,833","3,130,302,498","5,408,819,687","12,764,701,827","15,785,522,007","1,368,780,107","475,567,917","630,625,893","243,517,412","304,625,606","366,553,850","157,616,767","15,075,333","25,033,706","27,584,186","31,042,783","-4,309,232","72,664,736","63,159,440","338,135,798","385,139,076","430,874,497","178,102,819","352,475,001","544,117,327","1,049,776,000"
PsRatio,"2.278","2.989","11.125","468.878","34.537","3.736","1.535","3.665","2.356","4.263","8.381","3.794","0.658","1.518","2.5","7.457","5.093","21.204","35.377","28.739","27.728","42.246","19.375","76.604","57.253","67.499"
PbRatio,"0.805","0.776","1.729","3.465","25.156",,"18.865","6.216","2.45","2.556","3.173","74.255","1.272","1.299","1.14","1.042","0.716","1.395","1.101","3.128","4.383","3.661","2.47","3.258","4.175","6.034"
EnterprisesValueRevenueRatio,"3.553","3.512","7.711","25.41","-169.305","5.952","2.73","6.297","2.94","2.949","5.707","5.925","0.577","0.906","1.417","2.525","-0.241","4.466","8.06","25.072","23.86","34.464","15.07","61.39","64.944","95.431"
EnterprisesValueEBITDARatio,"-2.514","-2.485","-8.551","-31.166","-28.653","-38.649","-7.976","-5.883","-5.807","-5.819","-4.269","-2.694","-0.554","-1.09","-0.703","-0.912","0.058","-1.087","-1.143","-7.697","-9.733","-10.152","-4.622","-5.341","-6.334","-31.262"
