name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"779,484,637","683,910,766","442,063,226","482,853,826","319,606,138","389,583,992","329,008,662","340,286,217"
PeRatio,"5.822","8.716",,"2.093",,,"8.074",
ForwardPeRatio,"7.734","6.983","6.485","9.337","8.41","9.804","7.806",
PsRatio,"6.353","11.157",,"2.435",,,"7.612",
PbRatio,"1.1","1.248","1.265","1.174","1.384","1.206","0.918",
