name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"5,108,545,390","5,121,339,762","2,708,874,177","2,800,367,200","1,873,807,800","1,424,158,580","923,209,650","1,538,525,486","871,895,902","991,227,780","1,464,378,700","1,160,480,200"
EnterpriseValue,"4,688,760,390","4,366,442,762","2,368,524,177","2,545,631,200","1,902,872,800","1,641,232,580","1,181,016,650","1,804,373,486","1,322,285,902","1,129,702,780","1,595,870,700","1,330,155,200"
PeRatio,"10.66","10.242","3.001","4.955","11.518",,"8.428","22.931","23.936","15.38","19.656","10.707"
ForwardPeRatio,,,,"11.862","14.706","16.234","9.96","20.243","17.575","11.877","13.605","15.601"
PegRatio,,,,,,,"1.992","4.051","3.516","2.375","2.722","3.12"
PsRatio,"0.754","0.755","0.32","0.37","0.369","0.311","0.187","0.365","0.227","0.279","0.418","0.366"
PbRatio,"2.327","2.219","1.366","2.145","2.408","1.947","1.235","2.371","1.507","1.846","2.811","3.054"
EnterprisesValueRevenueRatio,"0.686","0.639","0.282","0.321","0.348","0.353","0.236","0.407","0.338","0.311","0.447","0.406"
EnterprisesValueEBITDARatio,"5.818","5.418","1.857","2.41","4.645","7.575","5.988","8.01","9.124","7.043","8.043","9.612"
